"activity_name","destination_name","seo_title","content","description","presentation"
"Crazy Apéro Boat","Montpellier","Crazy Apéro Boat  pour mon EVG à Montpellier","<p></p><div><p></p><p><ul><li><p style=""display: inline !important;"">Croisière festive de 2h en mer</p></li><li>Balade en mer (non privatisée)</li><li>Départs à 17H15 - Tous les samedis d'avril à octobre</li><li>3 tickets consos à échanger au bar contre boissons softs et alcools (Punch maison, Sex on the Beach, bière, vin blanc ou rosé, vin pétillant fines bulles, jus de fruits, Coca, Ice Tea)</li><li>Musique généraliste ultra festive à bord avec DJ</li><li>Caution de 100€ par personne à donner en chèque ou espèces à votre arrivée sur le bateau</li><li>Tenue correcte exigée</li></ul></p><p></p></div><p></p>","<p>Naviguez à la voile et profitez d'une vue panoramique exceptionnelle pour votre EVG !</p>","<p>Découvrez la Crazy Apéro Boat lors de votre enterrement de vie de garçon à Montpellier !</p><p>Vous avez rendez-vous à la Grande Motte, pour deux heures de croisière inoubliable.</p><p>Au programme : Super ambiance, 3 boissons à récupérer grâce à vos tickets conso, bronzage et découverte de la Camargue ! De quoi profiter du soleil avant l'apéro et votre soirée d'EVG ;).</p><p>Et pour ceux qui voudraient profiter du coucher de soleil ou effectuer la croisière de nuit, optez pour la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/catamaran-party-activites"">Catamaran Party</a> !</p><p>Cette Croisière VIP Festive est idéale à la suite d'une activité sportive comme par exemple un&nbsp;<a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/paintball-&amp;-multi-activit%C3%A9s-activites"">Paintball &amp; Crazy Games</a>&nbsp;ou encore un <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/grand-prix-karting-activites"">Grand Prix Karting</a>.</p><p><br></p><p> 	<b><u style="""">BON À SAVOIR</u> :<br></b></p><p>Une caution de 100€ par participant sera demandée à votre arrivée sur le bateau.</p><p>Bien entendu elle vous sera restituée dans sa totalité si aucun dommage n'est causé par le groupe à la sortie du bateau.</p> "
"Blob Jump","Montpellier","Blob Jump pour mon EVG à Montpellier","<p></p><ul><li><span style=""color: rgb(31, 57, 95);"">30 minutes d'activité jusqu'à 6 personnes, 1h entre 7 et 10 personnes, 1h30 de 11 à 15 personnes, 2h à partir de 16 personnes.</span></li><li><p style=""display: inline !important;"">Équipement complet (casques, gilets de sauvetage)</p></li><li>Moniteur qui vous accompagne pendant l'activité</li><li>Sauts illimités d'une hauteur de 10m</li><li>Espace de restauration sur place</li><li>Situé à 1h00 de Montpellier</li><li>Ouvert tous les week-ends de mai</li><li>Disponible à partir du 10 juin et jusqu'au 5 septembre inclus (ouvert de 9h à 19h)</li></ul><p></p><p></p>","","<p><span style=""font-weight: normal;"">C'est la nouvelle activité fun et rafraîchissante à programmer sans plus tarder pour votre EVG !&nbsp;</span></p><p><span style=""color: rgb(31, 57, 95); font-weight: normal;"">30 minutes d'activité jusqu'à 6 personnes, 1h entre 7 et 10 personnes, 1h30 de 11 à 15 personnes, 2h à partir de 16 personnes !</span></p><p>Dans un autre style totalement mouillé, testez la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/bou%C3%A9e-tract%C3%A9e-activites"">Bouée Tractée</a> !</p><p><span style=""font-weight: normal;""><u>BON A SAVOIR</u> :</span></p><p>Activité située à 1h00 de voiture de Montpellier.<span style=""font-weight: normal;""><br></span></p><p>Ouvert tous les week-ends de mai</p><p>Disponible à partir du 10 juin et jusqu'au 5 septembre inclus (ouvert de 9h à 19h)</p>"
"Appart'hôtel Centre","Montpellier","Appart'hôtel Centre pour mon EVG à Montpellier","<p></p><ul><li>Les appartements vont du studio aux appartements 4 à 6 personnes</li><li>Equipements : Kitchenette, micro-ondes, lave-vaisselle, climatisation, télévision écran plat<br></li><li>Draps et serviettes inclus<br></li><li>Petits déjeuners disponibles en supplément<br></li><li>City taxes à payer sur place (2€/jour/pers) et extras<br></li></ul><p></p>",,"<p>Au coeur du quartier central de la comédie, cet appart'hôtel est idéal pour les groupes à la recherche de confort.<br>Le nombre d'appartement étant important nous pouvons loger des grands groupes sans problème !</p><p>Les draps et serviettes sont inclus, comme dans un hôtel. Le petit déjeuner est possible, en supplément à régler sur place. </p><p> </p><p>Messieurs, cette hôtel n'est pas fait pour faire la fête ! Merci donc de jouer le jeu et de respecter les clients et membres de l'hôtel :)</p>"
"E-Foil Experience","Montpellier","E-Foil Experience pour mon EVG à Montpellier!","<ul><li><p style=""display: inline !important;""><b>Initiation à l'e-foil avec une équipe expérimentée</b></p></li><li>Découverte de l'overboat</li><li>Promenade en Paddle Géant</li><li>Privatisation de la base nautique</li><li>2 heures d'activité</li><li>Photographies depuis le bateau suiveur</li><li>Possibilité de baignade</li><li>Parking et restauration à proximité</li><li>Activité disponible du 1er mai au 30 septembre</li><li>L'activité a lieu à Carnon</li><li>Min 10 personnes, Maximum 18 personnes</li><li>E-foil et overboat électrique</li></ul><p></p>","<ul><li><span style=""font-weight: normal;"">Initiation à l'e-foil avec une équipe expérimentée</span></li><li><span style=""font-weight: normal;"">Découverte de l'overboat</span></li><li><span style=""font-weight: normal;"">Promenade en Paddle Géant</span></li><li><span style=""font-weight: normal;"">Privatisation de la base nautique</span></li><li><span style=""font-weight: normal;"">2 heures d'activité</span></li><li><span style=""font-weight: normal;"">Photographies depuis le bateau suiveur</span></li><li><span style=""font-weight: normal;"">Possibilité de baignade</span></li><li><span style=""font-weight: normal;"">Parking et restauration à proximité</span></li><li><span style=""font-weight: normal;"">Activité disponible du 1er mai au 30 septembre</span></li><li><span style=""font-weight: normal;"">L'activité a lieu à Carnon</span></li><li><span style=""font-weight: normal;"">Min 10 personnes, Maximum 18 personnes</span></li><li><span style=""font-weight: normal;"">E-foil et overboat&nbsp;</span><span style=""font-weight: 400;"">électrique</span></li></ul>","<p>L'e-foil, un surf électrique volant ! Découvrez cette nouvelle activité pour votre enterrement de vie de garçon à Montpellier.</p><p>Notre équipe de passionnés vous attend à Carnon pour vous faire découvrir cette incroyable activité.</p><p>La base nautique sera réservée pour votre groupe pendant 2 heures. Sur place vous allez apprendre à utiliser l'e-foil grâce aux instructions des instructeurs. Inclus dans le prix, une découverte de l'overboat : un mélange entre un minibateau et un jetski. Toujours électrique et quasi silencieux !</p><p>Vous allez aussi pouvoir faire une petite promenade sur l'eau avec un paddle géant.</p><p>Une activité complète qui vous remplira votre après-midi ! À proximité de la base vous pouvez trouver des places et de la restauration...vous pourrez donc continuer votre journée plage jusqu'au coucher du soleil.</p><p><u>BON À SAVOIR</u> :</p><p>Carnon se trouve à environ 15 minutes de Montpellier en voiture.</p>"
"Crazy Aventure","Montpellier","Crazy Aventure pour mon EVG à Montpellier","<p></p><p></p><p></p><ul><li><p style=""display: inline !important;"">2h45 d'activité</p></li><li>Course orientation, parcours du combattant, dégustation surprise, parcours à l’aveugle, épreuves de radeaux, grappins, javelots</li><li>3 créneaux disponibles : 9h30, 13h30 ou 16h15</li><li>Animateur</li><li>Min 6 personnes</li><li>Tenue sportive et baskets obligatoires (prévoir une tenue complète de rechange avec chaussures + serviette + anti moustique, crème solaire, casquette + kway)</li><li>Disponible entre avril et mi octobre à 09h30, 13h30 et 16h15</li><li>&nbsp;Consommation d’alcool interdite&nbsp;</li></ul><p></p><p></p><p></p><ul> </ul> ","<p>Votre Crazy Aventure à Montpellier !</p>","<p> 	Venez jouer les aventuriers lors de votre Enterrement de Vie de Garçon à Montpellier. Vous vous affronterez par équipe dans des activités digne d'une célèbre emission télé ! Cohésion, rivalité, et amusement seront de la partie lors de votre EVG !&nbsp;A 20 minutes en voiture seulement du centre de Montpellier !</p><p>Pour les moins sportifs, testez les <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/les-d%C3%A9fis-activites"" style="""">Crazy Games</a> !</p><p><u>BON A SAVOIR</u> :</p><p>Cette activité est réservée aux groupes de 10 personnes minimum sur les mois de Mai &amp; Juin.</p> "
"Parachute ascensionnel (marié uniquement)","Montpellier","Parachute ascensionnel  pour mon EVG à Montpellier","<ul> 	<li> 		Un briefing de sécurité</li> 	<li> 		Une session de parachute ascensionnel avec vol de 15 minutes pour le futur marié</li> 	<li> 		L'essence, l'assurance et le&nbsp;prêt des équipements <em>(Combinaison et gilet de sauvetage)</em></li> </ul> ","Le futur marié à le vertige et vous avez peur de le tuer en lui offrant un saut en parachute ?! Crazy-EVG a trouvé une alternative grâce au parachute ascensionnel !","<p> 	Le RDV est fixé à la Grande Motte, à moins de 20min en voiture du centre-ville de Montpellier ! Au programme, 15minutes de vol en parachute pour le futur marié, tractée par un bateau.&nbsp;</p><p>Dans un autre style, testez la<a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/bou%C3%A9e-tract%C3%A9e-activites""> bouée tractée</a> !</p><p><u>BON A SAVOIR</u> :</p> <p> 	<strong>N'oubliez pas de prévoir un maillot de bain et une serviette pour le futur marié ;-)</strong></p> "
"Hôtel 4 étoiles","Montpellier","Hôtel 4 étoiles pour mon EVG à Montpellier","<ul><li><span style=""font-weight: normal;"">Nuitée en chambres de 1 à 3 personnes<br></span></li><li><span style=""font-weight: normal;"">Serviettes et draps inclus<br></span></li><li><span style=""font-weight: normal;"">Wifi inclus dans les appartements<br></span></li><li><span style=""font-weight: normal;"">Petit déjeuner disponible sur place, en supplément<br></span></li><li><span style=""font-weight: normal;"">Taxe de séjour non incluse</span><br></li></ul>",,"<p><span style=""font-weight: normal;"">Cet hôtel au goût certain est situé en plein centre ville de Montpellier, à seulement quelques mètres de la Comédie. Les chambres de l'établissement peuvent accueillir entre 1 et 3 personnes. </span></p><p><span style=""font-weight: normal;"">C'est l'hébergement idéal pour les groupes à la recherche de confort et d'un certain standing.</span></p><p>Messieurs, cet hôtel n'est pas fait pour faire la fête ! Nous vous demanderons donc de bien vouloir jouer le jeu et respect les autres clients de l'établissement :)</p>"
"Accrobranche","Montpellier","Accrobranche pour mon EVG à Montpellier","<p></p><ul><li><p style=""display: inline !important;"">Accès aux 3 espaces du Parcours Aventure</p></li><li>1/2 journée d'accrobranche</li><li>1 Table de pic-nique réservé pour le groupe</li><li>Équipement de sécurité</li><li>Ouvert sur le samedi / dimanche / jour férié et vacances scolaires</li></ul><p></p><ul> </ul> ","L'accrobranche de Montpellier est l'occasion idéale de tester un véritable parcours aventure aérien en pleine nature !","<p> 	Le domaine est situé à moins de 10 km de Montpellier, un moyen de locomotion est donc requis sur place pour se rendre à cette activité.&nbsp;Possible selon les disponibilités de 10h à 18h, ouvert également le dimanche.</p><p>Pour les connaisseurs, testez la <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/via-ferrata-activites"">Via Ferrata</a> !</p><p><u>BON A SAVOIR</u> :</p> <p> 	Possibilité de se restaurer et/ou de pique-niquer sur place pour profiter du grand air et du magnifique paysage.</p> "
"Les Olympiades du vin","Montpellier","Les Olympiades du vin pour mon EVG à Montpellier!","<ol><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Olympiades du vin</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Jeu en équipe</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Plusieurs ateliers: cycle végétatif de la vigne, chasse au trésor, loto des odeurs, les cépages et leurs régions, dégustation à l'aveugle, course de garçons de café, quizz</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Durée: 2 heures</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Min 8 personnes</li></ol>","<p>En équipe, affrontez-vous et accumulez des points jusqu’à la victoire!</p>","<p>Plongez dans une expérience ludique et conviviale avec nos Olympiades du vin lors de votre EVG à Montpellier! En équipe, affrontez-vous et accumulez des points jusqu’à la victoire!</p><p>Au programme : découverte du cycle végétatif de la vigne, chasse au trésor, loto des odeurs, identification des cépages et de leurs régions, dégustation à l’aveugle, course de garçons de café et quiz final pour départager les équipes.</p><p>Pendant 2 heures, enchaînez les défis, cumulez des points et tentez de décrocher la victoire.</p><p>L'activité parfait à faire après un <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-montpellier/escape-game-vignoble-activites"" rel=""noopener noreferrer"" target=""_blank"">escape games dans les vignobles!</a></p><p>Prêts à relever le défi œnologique?</p>"
"Crazy Eat Party","Montpellier","Crazy Eat Party pour mon EVG à Montpellier","<p><br></p><ol><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Départs à 11H00 et 13H15 - Tous les samedis d'avril à octobre</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Croisière festive de 2h en mer (croisière non privative)</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Musique généraliste ultra festive à bord avec DJ</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>BOX 1/2 bagel poulet + 1/2 bagel végétarien + chips au sel de Camargue</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Dessert : 1 cookie</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>OPEN BAR durant la croisière : softs et alcools (Punch maison, Sex on the Beach, bière, vin blanc ou rosé, vin pétillant fines bulles, jus de fruits, Coca, Ice Tea)</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Possibilité de fumer sur le catamaran</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Sécurité absolue à bord - Catamaran très stable</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Caution de 100€ par personne à donner en chèque ou espèces à votre arrivée sur le bateau</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Tenue correcte exigée</li></ol><p><br></p>","<p>Pour un déjeuner festif en mer à bord de notre catamaran avec Paëlla, Macarons et Open Bar à bord ! Au programme : farniente, et bon moment entre potes !</p>","<p>Embarquez pour une croisière festive de 2 heures en mer, au départ à 11h00 ou 13h15.</p><p>À bord de notre catamaran confortable et ultra stable, profitez d’une ambiance survoltée avec un DJ qui mixe les meilleurs sons généralistes pour une atmosphère 100 % festive.</p><p>(Sortie non privative – idéale pour faire la fête et rencontrer d’autres groupes !)</p><p>Attention Messieurs, il est impératif d'être à l'heure, le catamaran n'attendra pas les retardataires.</p><p> 	Vous avez également la possibilité de commander des cocktails moyennant un supplément sur place.</p><p><br></p> <p> 	<b><u style="""">BON À SAVOIR</u> :&nbsp;</b></p><p></p><p>Uniquement disponible le samedi. L'accès pourra également vous être refusé sans remboursement en cas d'état d'ébriété avant l'embarquement !</p><p>Une caution de 100€ sera demandée par participant.</p><p></p> "
